lon,lat,property_type,neighbourhood,basement_finished,has_garage,has_fireplace,building_count,walkout_basement,air_conditioning,lot_size,Assessed_value_2015,Assessed_value_2016,change
-113.38123,53.45494743,3,SILVER BERRY,0,0,0,0,0,0,13989,6000,6000,Decrease
-113.3913508,53.45300898,3,LAUREL,0,0,0,0,0,0,420340.5,193000,193000,Decrease
-113.406848,53.45487966,3,DALY GROVE,0,0,0,0,0,0,1444,500,500,Decrease
-113.4071086,53.45420699,3,DALY GROVE,0,0,0,0,0,0,46157.3,21000,21000,Decrease
-113.4576877,53.45165707,6,SATOO,0,0,0,0,0,0,18819.8,8500,8500,Decrease
-113.4716136,53.45268998,5,PARSONS INDUSTRIAL,0,0,0,0,0,0,80133.8,1696000,1705500,Increase
-113.4726611,53.45279121,5,PARSONS INDUSTRIAL,0,0,0,0,0,0,64692.8,1401000,1405500,Increase
-113.4794619,53.4521246,6,SOUTH EDMONTON COMMON,0,0,0,0,0,0,38885.8,17500,17500,Decrease
-113.5085308,53.45364281,5,KEHEEWIN,0,0,0,0,0,0,710.2,7000,7000,Decrease
-113.534567,53.45310906,6,BLACKMUD CREEK RAVINE,0,0,0,0,0,0,82754.1,38000,38000,Decrease
-113.5420717,53.45484093,6,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,308014.6,141500,141500,Decrease
-113.5398833,53.45456743,3,BLUE QUILL ESTATES,0,0,0,0,0,0,13616.1,47000,47000,Decrease
-113.5406838,53.45466935,3,BLUE QUILL ESTATES,0,0,0,0,0,0,11445,12000,39500,Increase
-113.5408668,53.45493066,3,BLUE QUILL ESTATES,0,1,0,1,0,0,15136,101500,102000,Increase
-113.5454022,53.45491205,3,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,659531.7,303000,303000,Decrease
-113.5488203,53.45723894,6,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,2373136.2,1091000,1091000,Decrease
-113.5444304,53.45400075,6,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,93401.6,42500,42500,Decrease
-113.5498008,53.45140165,3,WHITEMUD CREEK RAVINE TWIN BROOKS,0,0,0,0,0,0,2550131.4,1172500,1172500,Decrease
-113.612495,53.4551732,6,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,0,724894.5,333000,333000,Decrease
-113.6188775,53.45355152,3,RIVER VALLEY WINDEMERE,0,0,0,0,0,0,191673.4,88000,88000,Decrease
-113.6179018,53.45489632,6,RIVER VALLEY WINDEMERE,0,0,0,0,0,0,269590.7,773500,773500,Decrease
-113.6232902,53.44949705,6,RIVER VALLEY WINDEMERE,0,0,0,0,0,0,1748660.6,804000,804000,Decrease
-113.6490496,53.45753942,6,RIVERVIEW AREA,0,0,0,0,0,0,3269929.1,23500,23500,Decrease
-113.3131155,53.5784986,5,CLOVER BAR AREA,0,0,0,0,0,0,382541.8,2565000,2507000,Decrease
-113.3109724,53.57872441,3,CLOVER BAR AREA,0,0,0,0,0,0,256591.1,117500,117500,Decrease
-113.3092185,53.57881314,5,CLOVER BAR AREA,0,0,0,0,0,0,425517.3,740500,808000,Increase
-113.7071738,53.5160062,6,ROSENTHAL,0,0,0,0,0,0,5880339.8,19928500,6873500,Decrease
-113.7072554,53.52034228,6,ROSENTHAL,0,0,0,0,0,0,1752456.9,12500,12500,Decrease
-113.7072623,53.52216196,6,ROSENTHAL,0,0,0,0,0,0,1755080.4,12500,12500,Decrease
-113.7116764,53.52351609,6,ROSENTHAL,0,1,1,2,0,0,217710.2,925500,926500,Increase
-113.7072726,53.52487575,6,ROSENTHAL,1,1,1,7,0,0,3242331.5,1443000,1461500,Increase
-113.7072481,53.52848805,6,SECORD,0,0,0,0,0,0,3460685.7,837500,837500,Decrease
-113.710632,53.5331453,6,SECORD,0,0,0,0,0,0,862767.3,5370000,4448000,Decrease
-113.7124878,53.53501109,6,SECORD,0,1,1,1,0,1,51939.8,616000,95000,Decrease
-113.7065198,53.53481687,6,SECORD,0,0,0,0,0,0,1661352.5,824500,824500,Decrease
-113.7088366,53.53662185,6,SECORD,0,0,0,0,0,0,1720211,9705500,8399500,Decrease
-113.7106052,53.53914907,6,SECORD,0,1,1,3,0,0,1442663.1,825500,825000,Decrease
-113.7088353,53.54942919,6,WINTERBURN INDUSTRIAL AREA WEST,0,0,0,0,0,0,1745526.3,12500,12500,Decrease
-113.7125785,53.5508715,6,WINTERBURN INDUSTRIAL AREA WEST,1,1,0,1,1,0,130592.6,562000,561500,Decrease
-113.7088406,53.55333359,6,WINTERBURN INDUSTRIAL AREA WEST,1,1,0,3,0,0,1651586.9,819000,823500,Increase
-113.7026478,53.55595123,5,WINTERBURN INDUSTRIAL AREA WEST,0,0,0,0,0,0,56161.8,214000,159000,Decrease
-113.7125737,53.55869822,5,WINTERBURN INDUSTRIAL AREA WEST,0,0,0,0,0,0,83743.5,695000,759000,Increase
-113.7133177,53.56056009,3,WINTERBURN INDUSTRIAL AREA WEST,0,0,0,0,0,0,5187.4,2000,2000,Decrease
-113.7116378,53.56188148,5,WINTERBURN INDUSTRIAL AREA WEST,0,0,0,0,0,0,518908.2,3169000,3525500,Increase
-113.7074102,53.58118641,6,RURAL WEST BIG LAKE,0,0,0,0,0,0,6856755.4,50000,50000,Decrease
-113.7126802,53.58444308,6,RURAL WEST BIG LAKE,1,1,1,1,0,0,83861.9,510500,510500,Decrease
-113.7074274,53.5884111,6,HAWKS RIDGE,0,0,0,0,0,0,6949620.9,2727500,4877000,Increase
-113.707433,53.5924233,6,HAWKS RIDGE,0,0,0,0,0,0,687276.5,316000,316000,Decrease
-113.3173819,53.69072397,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,1,0,2,0,1,850320.2,582000,584000,Increase
-113.3165597,53.69320612,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,1,0,2,0,0,849183.8,593000,592500,Decrease
-113.3146077,53.69071711,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,1,1,3,0,0,331348.3,524500,525500,Increase
-113.3109733,53.69314716,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,1,1,2,0,0,864439.8,481000,480000,Decrease
-113.3117764,53.69146693,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,0,0,0,435232.6,299500,319500,Increase
-113.5178062,53.45443993,6,BLUE QUILL,0,0,0,0,0,0,2495.1,1000,1000,Decrease
-113.5182087,53.45580296,6,BLUE QUILL,0,0,0,0,0,0,4398.4,2000,2000,Decrease
-113.3078353,53.57149949,5,CLOVER BAR AREA,0,0,0,0,0,0,27183.7,159000,168500,Increase
-113.3089883,53.57085916,5,CLOVER BAR AREA,0,0,0,0,0,0,38943.5,462500,493000,Increase
-113.3089863,53.57129047,5,CLOVER BAR AREA,0,0,0,0,0,0,111167.1,1403000,1511000,Increase
-113.308983,53.5719734,5,CLOVER BAR AREA,0,0,0,0,0,0,121897.2,1524000,1642500,Increase
-113.3102928,53.59503015,5,CLOVER BAR AREA,0,0,0,0,0,0,1341065.8,8626000,23685500,Increase
-113.3143367,53.59136247,5,CLOVER BAR AREA,0,0,0,0,0,0,228468.7,2985500,2948500,Decrease
-113.3152259,53.59211895,5,CLOVER BAR AREA,0,0,0,0,0,0,143261.9,1195500,1290500,Increase
-113.3143322,53.59305173,5,CLOVER BAR AREA,0,0,0,0,0,0,123101.4,879000,947500,Increase
-113.3126333,53.59218444,5,CLOVER BAR AREA,0,0,0,0,0,0,128643.2,1206500,1301000,Increase
-113.3145485,53.59414252,3,CLOVER BAR AREA,0,0,0,0,0,0,4561.1,2000,2000,Decrease
-113.3112485,53.59326541,5,CLOVER BAR AREA,0,0,0,0,0,0,186681.5,1430000,1548000,Increase
-113.3131962,53.59397302,5,CLOVER BAR AREA,0,0,0,0,0,0,249608.6,1859500,2018500,Increase
-113.3789775,53.59707323,6,KERNOHAN,0,0,0,0,0,0,2063.9,500,500,Decrease
-113.3789723,53.59823239,6,KERNOHAN,0,0,0,0,0,0,2000.8,500,500,Decrease
-113.300769,53.70325555,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,0,0,0,1811392.7,13000,13000,Decrease
-113.4619282,53.40980066,6,THE ORCHARDS AT ELLERSLIE,0,0,0,0,0,0,2524000.2,12916000,8501000,Decrease
-113.47135,53.41528727,6,SUMMERSIDE,0,0,0,0,0,0,496090.1,3203000,1384000,Decrease
-113.4813311,53.40952698,5,ELLERSLIE INDUSTRIAL,0,0,0,0,0,0,238146.5,5027000,4026500,Decrease
-113.3127619,53.58984941,5,CLOVER BAR AREA,0,0,0,0,0,0,217761,1930500,5040000,Increase
-113.3089571,53.58999809,5,CLOVER BAR AREA,0,0,0,0,0,0,330019.1,3049500,3320000,Increase
-113.311692,53.59045575,5,CLOVER BAR AREA,0,0,0,0,0,0,154266.9,1419000,1533000,Increase
-113.3109298,53.59119319,5,CLOVER BAR AREA,0,0,0,0,0,0,186007.3,1677000,1815500,Increase
-113.306271,53.64808262,6,RURAL NORTH EAST SOUTH STURGEON,0,1,1,1,0,0,991618.5,540500,540500,Decrease
-113.301687,53.64670359,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,6003473,2760500,2760500,Decrease
-113.3079672,53.6516006,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,418171.5,192000,192000,Decrease
-113.3017067,53.65211774,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,3494275.1,25500,25500,Decrease
-113.3069534,53.65564151,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,1,0,0,443631.3,540000,515500,Decrease
-113.3798522,53.51450949,6,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,99280.3,45500,45500,Decrease
-113.3840551,53.51537591,6,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,193146.8,88500,88500,Decrease
-113.3828466,53.51563477,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,80755.9,999000,1568500,Increase
-113.3811361,53.51554056,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,2375.1,18000,18500,Increase
-113.3811354,53.51584608,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,1289.1,10000,10500,Increase
-113.3015176,53.71506733,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,1,0,2,0,0,216814.2,472000,471000,Decrease
-113.3626524,53.71233048,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,4,0,0,6758308.7,474000,477500,Increase
-113.3964011,53.71514932,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,1,0,0,287187.5,427000,426500,Decrease
-113.399589,53.71410726,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,0,0,0,3101484.7,22500,22500,Decrease
-113.4116807,53.7123566,6,EDMONTON ENERGY AND TECHNOLOGY PARK,0,0,0,1,0,0,6846923.7,349500,50000,Decrease
-113.5018243,53.45758691,6,ERMINESKIN,0,0,0,0,0,0,1999.1,500,500,Decrease
-113.3833033,53.50344746,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,189912.1,1439000,1558000,Increase
-113.3833076,53.50430116,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,168547.6,1293500,1399000,Increase
-113.3874168,53.62727809,6,GORMAN,0,0,0,0,0,0,2137493.6,1252000,2552000,Increase
-113.3652341,53.45863099,2,TAMARACK,0,0,0,0,0,0,3348.8,137500,386000,Increase
-113.3653487,53.45863834,2,TAMARACK,0,0,0,0,0,0,2363.2,98000,324000,Increase
-113.3654406,53.45863882,2,TAMARACK,0,0,0,0,0,0,2363.2,98000,366500,Increase
-113.3654736,53.45911527,2,TAMARACK,0,0,0,0,0,0,2914.9,117500,363500,Increase
-113.3655418,53.45863936,2,TAMARACK,0,0,0,0,0,0,2847.5,115000,376500,Increase
-113.3655865,53.45911587,2,TAMARACK,0,0,0,0,0,0,2914.9,117500,362500,Increase
-113.3656524,53.45863995,2,TAMARACK,0,0,0,0,0,0,2847.5,115000,376500,Increase
-113.3656994,53.45911647,2,TAMARACK,0,0,0,0,0,0,2914.9,117500,364000,Increase
-113.3657537,53.45864049,2,TAMARACK,0,0,0,0,0,0,2363.3,98000,358500,Increase
-113.3658123,53.45911707,2,TAMARACK,0,0,0,0,0,0,2915,117500,362500,Increase
-113.3658455,53.45864097,2,TAMARACK,0,0,0,0,0,0,2363.3,98000,366500,Increase
-113.3659467,53.45864151,2,TAMARACK,0,0,0,0,0,0,2847.7,115000,376500,Increase
-113.3660574,53.4586421,2,TAMARACK,0,0,0,0,0,0,2847.9,115000,376500,Increase
-113.3661587,53.45864264,2,TAMARACK,0,0,0,0,0,0,2363.6,98000,358500,Increase
-113.3662504,53.45864312,2,TAMARACK,0,0,0,0,0,0,2363.6,98000,367500,Increase
-113.3663517,53.45864366,2,TAMARACK,0,0,0,0,0,0,2847.9,115000,376500,Increase
-113.3664624,53.45864425,2,TAMARACK,0,0,0,0,0,0,2847.8,115000,111500,Decrease
-113.3663768,53.45912006,2,TAMARACK,0,0,0,0,0,0,2914.9,117500,364000,Increase
-113.3665636,53.45864478,2,TAMARACK,0,0,0,0,0,0,2363.4,98000,95000,Decrease
-113.3664897,53.45912066,2,TAMARACK,0,0,0,0,0,0,2914.9,117500,371000,Increase
-113.3666554,53.45864527,2,TAMARACK,0,0,0,0,0,0,2363.3,98000,95000,Decrease
-113.3666026,53.45912126,2,TAMARACK,0,0,0,0,0,0,2914.8,364000,367500,Increase
-113.3667567,53.45864581,2,TAMARACK,0,0,0,0,0,0,2847.6,115000,111500,Decrease
-113.3667156,53.45912186,2,TAMARACK,0,0,0,0,0,0,2914.8,360500,364500,Increase
-113.3668673,53.45864639,2,TAMARACK,0,0,0,0,0,0,2847.5,115000,111500,Decrease
-113.3669685,53.45864693,2,TAMARACK,0,0,0,0,0,0,2363.3,98000,95000,Decrease
-113.3670604,53.45864742,2,TAMARACK,0,0,0,0,0,0,2363.2,98000,95000,Decrease
-113.3671616,53.45864795,2,TAMARACK,0,0,0,0,0,0,2847.5,115000,111500,Decrease
-113.3672722,53.45864854,2,TAMARACK,0,0,0,0,0,0,2847.5,115000,111500,Decrease
-113.3672801,53.45912035,2,TAMARACK,0,0,0,0,0,0,2821.7,359500,363000,Increase
-113.3673735,53.45864907,2,TAMARACK,0,0,0,0,0,0,2363.2,98000,95000,Decrease
-113.367393,53.45911871,2,TAMARACK,0,0,0,0,0,0,2785.4,362500,366500,Increase
-113.3674891,53.45864295,2,TAMARACK,0,0,0,0,0,0,3389.8,134000,129500,Decrease
-113.3675059,53.45912155,2,TAMARACK,0,0,0,0,0,0,2659,108500,363500,Increase
-113.3676663,53.45914037,2,TAMARACK,0,0,0,0,0,0,3353.1,133000,377000,Increase
-113.5348403,53.45784581,6,BLUE QUILL,0,0,0,0,0,0,2163.1,500,500,Decrease
-113.3818041,53.49939147,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,18731,114000,120500,Increase
-113.4955952,53.45879637,6,ERMINESKIN,0,0,0,0,0,0,3921.6,1500,1500,Decrease
-113.4264472,53.45815197,6,MILL WOODS TOWN CENTRE,0,0,0,0,0,0,43370.4,19500,19500,Decrease
-113.4366644,53.45984055,3,KAMEYOSEK,0,0,0,0,0,0,115944.5,1373000,1373000,Decrease
-113.4709439,53.45851903,5,PARSONS INDUSTRIAL,0,0,0,0,0,0,89.9,1000,1000,Decrease
-113.4792033,53.45877547,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,25503.8,11500,11500,Decrease
-113.4802611,53.45875761,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,65938.7,30000,30000,Decrease
-113.4809963,53.45920562,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,35176.1,16000,16000,Decrease
-113.4807382,53.46030755,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,271313.7,124500,124500,Decrease
-113.3692434,53.40660844,3,RURAL SOUTH EAST,0,0,0,0,0,0,15792.8,7000,7000,Decrease
-113.3692487,53.40918753,3,RURAL SOUTH EAST,0,0,0,0,0,0,17085.8,7500,7500,Decrease
-113.3771486,53.40668588,1,RURAL SOUTH EAST,0,0,0,0,0,0,173906.3,1000,1000,Decrease
-113.3794385,53.40660569,3,RURAL SOUTH EAST,0,0,0,0,0,0,487746.1,224000,224000,Decrease
-113.3828886,53.40631804,3,RURAL SOUTH EAST,0,0,0,0,0,0,404731.4,186000,186000,Decrease
-113.568056,53.40944979,4,CHAPPELLE AREA,0,0,0,0,0,0,417753.4,6728000,7409000,Increase
-113.577322,53.40956607,3,CHAPPELLE AREA,0,0,0,0,0,0,78849,274500,274500,Decrease
-113.2998782,53.5720238,6,CLOVER BAR AREA,0,0,0,0,0,0,181896.6,83500,83500,Decrease
-113.3043573,53.57376626,6,CLOVER BAR AREA,0,0,0,0,0,0,249123.1,114500,114500,Decrease
-113.3028932,53.57373977,5,CLOVER BAR AREA,0,0,0,0,0,0,243445.7,2818000,3058500,Increase
-113.3015795,53.5748681,5,CLOVER BAR AREA,0,0,0,0,0,0,14.1,500,500,Decrease
-113.3006854,53.57574425,5,CLOVER BAR AREA,0,0,0,0,0,0,24099.6,357000,378500,Increase
-113.3006837,53.57610369,5,CLOVER BAR AREA,0,0,0,0,0,0,24100.1,357000,378500,Increase
-113.300682,53.57646312,5,CLOVER BAR AREA,0,0,0,0,0,0,23562,350000,371000,Increase
-113.3854507,53.59818945,3,KERNOHAN,0,0,0,0,0,0,1726.8,6000,6000,Decrease
-113.5436006,53.45949485,6,BLUE QUILL ESTATES,0,0,0,0,0,0,2399.3,1000,1000,Decrease
-113.5461284,53.4589406,6,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,30376.8,13500,13500,Decrease
-113.4381136,53.45941604,6,KAMEYOSEK,0,0,0,0,0,0,3820.6,1500,1500,Decrease
-113.443825,53.46073677,3,KAMEYOSEK,0,0,0,0,0,0,206392.3,2444500,2444500,Decrease
-113.5027011,53.45958324,6,ERMINESKIN,0,0,0,0,0,0,305896.9,140500,140500,Decrease
-113.50459,53.45989437,6,ERMINESKIN,0,0,0,0,0,0,96939.3,44500,44500,Decrease
-113.5347026,53.46113644,6,BLUE QUILL,0,0,0,0,0,0,2399.2,1000,1000,Decrease
-113.5376525,53.46115463,3,BLUE QUILL,0,0,0,0,0,0,2124.6,7000,500,Decrease
-113.5456759,53.4611225,6,BLUE QUILL ESTATES,0,0,0,0,0,0,18959.9,8500,8500,Decrease
-113.5479601,53.46048417,6,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,0,176825.9,81000,81000,Decrease
-113.3905396,53.55659679,3,RUNDLE HEIGHTS,0,0,0,0,0,0,109.2,500,500,Decrease
-113.3902211,53.55697258,3,RUNDLE HEIGHTS,0,0,0,0,0,0,114.4,500,500,Decrease
-113.3870501,53.56726784,6,RIVER VALLEY RUNDLE,0,0,0,0,0,0,32955.4,15000,15000,Decrease
-113.3871832,53.56952626,6,RIVER VALLEY RUNDLE,0,0,0,0,0,0,10099,4500,4500,Decrease
-113.543721,53.45980308,3,BLUE QUILL ESTATES,0,0,0,0,0,0,2280,7500,1000,Decrease
-113.5440497,53.46113653,3,BLUE QUILL ESTATES,0,0,0,0,0,0,3598.6,12500,12500,Decrease
-113.4288096,53.42902332,3,CHARLESWORTH,0,0,0,0,0,0,110160.4,50500,50500,Decrease
-113.4295949,53.4296269,3,CHARLESWORTH,0,0,0,0,0,0,205967.2,94500,94500,Decrease
-113.4315693,53.42949253,3,CHARLESWORTH,0,0,0,0,0,0,274904.6,126000,156500,Increase
-113.3336629,53.62294949,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,729166.4,335000,335000,Decrease
-113.3349906,53.62376786,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,36665.1,16500,16500,Decrease
-113.3361657,53.62438992,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,50549.2,23000,23000,Decrease
-113.3334068,53.62534508,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,8674.4,3500,3500,Decrease
-113.3340802,53.62625641,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,11627.5,5000,5000,Decrease
-113.508813,53.404276,6,CAVANAGH,0,1,1,2,0,1,760513.5,1089500,1092000,Increase
-113.5051914,53.39740359,6,ELLERSLIE INDUSTRIAL,0,0,0,0,0,0,230448,2024000,2065500,Increase
-113.5148676,53.4090182,6,CAVANAGH,0,0,0,0,0,0,4114423.5,22955000,19805000,Decrease
-113.5200397,53.40854928,6,CAVANAGH,0,0,0,0,0,0,1641546.5,12000,12000,Decrease
-113.5177349,53.40630971,3,ALLARD,0,0,0,0,0,0,4274.6,1500,1500,Decrease
-113.5179662,53.40524353,3,ALLARD,0,0,0,0,0,0,9788.5,4500,4500,Decrease
-113.3862972,53.49987507,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,176725,1595000,1592500,Decrease
-113.3864199,53.50254691,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,160577.7,1457500,1575000,Increase
-113.3893034,53.5034558,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,209484.2,1848000,2003000,Increase
-113.4328155,53.46258559,3,TAWA,0,0,0,0,0,0,11632.5,5000,5000,Decrease
-113.4393936,53.46131364,3,KAMEYOSEK,0,0,0,0,0,0,1874,500,500,Decrease
-113.4759805,53.4625423,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,149.8,500,500,Decrease
-113.4779828,53.46229721,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,172473.4,79000,79000,Decrease
-113.4789158,53.46253941,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,150,500,500,Decrease
-113.4793436,53.46258621,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,150.1,500,500,Decrease
-113.4819413,53.46241328,3,PARSONS INDUSTRIAL,0,0,0,0,0,0,280971.9,129000,129000,Decrease
-113.5008772,53.46416081,6,STEINHAUER,0,0,0,0,0,0,1967.3,500,500,Decrease
-113.5263014,53.46414074,6,SWEET GRASS,0,0,0,0,0,0,2320.9,1000,1000,Decrease
-113.4399246,53.46274043,6,KAMEYOSEK,0,0,0,0,0,0,53176.4,24000,24000,Decrease
-113.4803389,53.46463039,5,PARSONS INDUSTRIAL,0,0,0,0,0,0,62077.5,1232000,1302000,Increase
-113.2974176,53.57232613,5,CLOVER BAR AREA,0,0,0,1,0,0,201136.1,3899500,3504000,Decrease
-113.2985856,53.57529165,5,CLOVER BAR AREA,0,0,0,0,0,0,71361.4,966000,1034500,Increase
-113.2981497,53.57573839,5,CLOVER BAR AREA,0,0,0,0,0,0,24100.8,357000,378500,Increase
-113.3901568,53.59507742,6,BELMONT,0,0,0,0,0,0,3401.6,1500,1500,Decrease
-113.2966002,53.59226811,5,CLOVER BAR AREA,0,0,0,0,0,0,30362.3,144500,154000,Increase
-113.2968461,53.59244029,5,CLOVER BAR AREA,0,0,0,0,0,0,138650.1,506000,546000,Increase
-113.2988068,53.60024718,6,CLOVER BAR AREA,0,0,0,0,0,0,711380,0,0,Decrease
-113.2971631,53.60596163,6,CLOVER BAR AREA,0,0,0,1,0,0,291392.1,454500,528000,Increase
-113.2971864,53.60750736,6,CLOVER BAR AREA,1,1,1,8,0,0,348135.6,660500,742500,Increase
-113.2969137,53.60893903,6,CLOVER BAR AREA,0,1,0,2,0,0,317739.5,623500,700000,Increase
-113.2975825,53.60918557,6,CLOVER BAR AREA,0,0,0,0,0,0,306967.4,141000,141000,Decrease
-113.290023,53.651808,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,1029189.6,473000,473000,Decrease
-113.2916578,53.64670084,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,3802998.8,1748500,1748500,Decrease
-113.290655,53.65787567,6,RURAL NORTH EAST SOUTH STURGEON,0,0,0,0,0,0,244263.7,1500,1500,Decrease
-113.3706512,53.46801426,4,WILD ROSE,0,0,0,0,0,0,58221.1,1461000,3693500,Increase
-113.4190769,53.46409216,3,WEINLOS,0,0,0,0,0,0,251053.8,115000,115000,Decrease
-113.4547134,53.46700537,6,RICHFIELD,0,0,0,0,0,0,67183.1,30500,30500,Decrease
-113.4773369,53.46727944,5,STRATHCONA INDUSTRIAL PARK,0,0,0,0,0,0,53334.6,1342500,1349000,Increase
-113.3941327,53.5739313,6,ANTHONY HENDAY SOUTHEAST,0,0,0,0,0,0,2934837.3,21000,21000,Decrease
-113.3997901,53.43620255,3,ANTHONY HENDAY SOUTHEAST,0,0,0,0,0,0,4919997.6,912500,323500,Decrease
-113.3938967,53.4437204,6,LAUREL,0,0,0,0,0,0,1312567.3,6953500,1788000,Decrease
-113.3927011,53.46463274,3,SILVER BERRY,0,0,0,0,0,0,208091.8,2464500,2464500,Decrease
-113.4021579,53.46316626,3,BISSET,0,0,0,0,0,0,75649,896000,896000,Decrease
-113.4006032,53.49836395,6,PYLYPOW INDUSTRIAL,0,0,0,0,0,0,1071514.3,492500,492500,Decrease
-113.4052347,53.50001806,6,PYLYPOW INDUSTRIAL,0,0,0,0,0,0,397358.5,182500,182500,Decrease
-113.4043841,53.50033283,6,PYLYPOW INDUSTRIAL,0,0,0,0,0,0,733994.6,337500,337500,Decrease
-113.4042712,53.50102869,6,PYLYPOW INDUSTRIAL,0,0,0,0,0,0,126931.3,58000,58000,Decrease
-113.3996611,53.50189975,6,PYLYPOW INDUSTRIAL,0,0,0,0,0,0,4395057.4,1135500,1157500,Increase
-113.3922175,53.50255407,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,209723.1,1926000,2087000,Increase
-113.3906539,53.50631578,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,1255955.3,7646500,8437000,Increase
-113.3874809,53.508281,5,SOUTHEAST (ANNEXED) INDUSTRIAL,0,0,0,0,0,0,6044.5,59000,24000,Decrease
-113.3950905,53.50814003,5,WEIR INDUSTRIAL,0,0,0,0,0,0,217751.6,2933500,3139000,Increase
-113.3944458,53.5119403,3,WEIR INDUSTRIAL,0,0,0,0,0,0,8159.5,28000,28000,Decrease
-113.394094,53.51464541,5,WEIR INDUSTRIAL,0,0,0,0,0,0,11569.3,109500,114000,Increase
-113.3939369,53.5159385,5,MORRIS INDUSTRIAL,0,0,0,0,0,0,25375.9,221500,232000,Increase
-113.3972607,53.52254672,3,MORRIS INDUSTRIAL,0,0,0,0,0,0,1386020.2,4828500,4828500,Decrease
-113.394138,53.5244899,5,MORRIS INDUSTRIAL,0,0,0,0,0,0,38257.4,319500,336000,Increase
-113.3945284,53.53033508,5,EASTGATE BUSINESS PARK,0,0,0,0,0,0,57354.4,249000,327000,Increase
-113.3961175,53.62457934,6,GORMAN,0,0,0,0,0,0,1976506.4,1294000,908500,Decrease
-113.3886098,53.63059101,6,GORMAN,0,0,0,0,0,0,2393948.4,1100500,1040500,Decrease
-113.3930139,53.63121099,6,GORMAN,0,0,0,1,0,1,11649.2,146500,150000,Increase
-113.3926341,53.63372063,6,ANTHONY HENDAY HORSE HILL,0,0,0,0,0,0,2689653.5,1236500,447500,Decrease
-113.3859575,53.63478285,6,ANTHONY HENDAY HORSE HILL,0,0,0,0,0,0,1063801.2,489000,247000,Decrease
-113.3851418,53.63582212,6,RURAL NORTH EAST HORSE HILL,0,0,0,0,0,0,444498.4,204000,204000,Decrease
-113.3928343,53.64065428,6,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,0,132348,60500,60500,Decrease
